,id,period,MPUBID_XRND,CRACE_XRND,CSEX_XRND,CYRB_XRND,MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_ALPHABET_,MOM_HELPS_CH_LEARN_COLORS_,MOM_HELPS_CH_LEARN_SHAPES_,PIAT_MATH_TOTAL_RAW_SCORE_,PIAT_READ_REC_TOTAL_RAW_SCO_,PIAT_READ_COMP_TOTAL_RAW_SC_,PPVT_TOTAL_RAW_SCORE_,HOW_OFT_MOM_READ_TO_,MOM_HELPS_CH_LEARN_N_,MOM_HELPS_CH_LEARN_A_,MOM_HELPS_CH_LEARN_C_,MOM_HELPS_CH_LEARN_S_,MOM_HELPS_CH_W_NONE_,HOW_OFT_CH_TAKEN_TO_,MS_TYPE_OF_SCHOOL_CHILD_ATT_,MS_TYPE_OF_SCH_CHD_ATTNDS_C_,MOMHGC_EVER_XRND,HGC_DLI_XRND,ASSOCIATES_XRND,BA_XRND,BS_XRND,MASTERS_XRND,PROFDEGREE_XRND,VERSION_R29_XRND,HOW_MANY_BOOKS_C_,HOW_OFTEN_MOM_RE_,HOW_OFT_CH_EATS_,HOW_OFT_CH_TAKEN_,MUSIC_INSTMT_CH_,CH_GET_SPEC_LESS_,HOW_OFT_TAKEN_TO_,HOW_OFT_CH_SPEND_,HOW_OFT_CH_W_DAD_,DO_PARS_DISCUSS_,IF_LOW_GRADES_HE_,TYPE_OF_SCHOOL_CHILD_ATTEND_,HOW_OFT_PARENTS_HELP_WITH_H_,HOW_MANY_BOOKS_,MUSIC_INSTMT_C_,CH_GET_SPEC_LE_,HOW_OFT_CH_TAK_,HOW_OFT_TAKEN_,HOW_OFT_CH_SPE_,HOW_OFT_CH_W_D_,HOW_OFT_CH_EAT_,DO_PARS_DISCUS_,IF_LOW_GRADES_,SCHOOL_CHILD_ATTENDS_2004_,DOES_CHILD_USE_ANY_COMPUTER_,4_5_HOW_OFTEN_MOM_RE_,4_5_HOW_MANY_BOOKS_C_,4_5_MOM_HELPS_CH_LEA_,MOM_HELPS_CH_LEARN_COLORS_2_,MOM_HELPS_CH_LEARN_SHAPES_2_,4_5_HOW_OFT_CH_TAKEN_,4_5_HOW_OFT_CH_EATS_,CHILD_EVER_ENROLLED_IN_HEAD_,HOW_MANY_BOOKS_CH_,MUSICAL_INSTMT_CH_,CH_GET_SPEC_LESSO_,HOW_OFT_CH_EATS_W_,DO_PARS_DISCUSS_T_,IF_LOW_GRADES_HEL_,CH_ATTENDS_PUBLIC_PRIV_RELI_,IS_SCHOOL_GIFTED_HANDICAPPE_,OWN_A_HOME_COMPUTER_,MS_IS_SCHOOL_GIFTED_HANDICA_,TYPE_OF_SCHOOL_,HOW_OFTEN_PARS_HELP_R_WITH_,SCHOOL_HOW_OFTEN_PARENTS_HE_,IS_CURRENT_MOST_RECENT_SCHO_,MS_CH_ATTENDS_PUBLIC_PRIV_R_,HOW_OFT_CH_EATS_W_MO_,HOW_OFT_CH_SPEND_TIM_,MOM_HELP_MORE_W_SCHO_,PARS_DISCUSS_TV_PROG_,CHILD_ATTENDS_PUBLIC_PRIV_R_,6_HOW_MANY_BOOKS_CHI_,6_HOW_OFTEN_MOM_READ_,6_MUSIC_INSTMT_CH_CA_,6_CH_GET_SPEC_LESSON_,6_HOW_OFT_CH_TAKEN_T_,6_HOW_OFT_TAKEN_TO_P_,6_HOW_OFT_CH_SPEND_T_,6_HOW_OFT_CH_W_DAD_O_,6_HOW_OFT_CH_EATS_W_,6_DO_PARS_DISCUSS_TV_,IN_SCL_YR_HOW_OFTEN_PARENTS_,FAMILY_INCOME_FROM_ALL_SOUR_,HOW_OFT_DOES_MOM_REA_,HOW_MANY_BOOKS_CHILD_,PARS_DISCUSS_TV_PRGM_,TOTAL_FAMILY_INCOME_FROM_AL_,HOW_OFTEN_MOM_R_,MOM_HELPS_CH_LE_,_MOM_HELPS_CH_LEARN_ALPHABE_,_MOM_HELPS_CH_LEARN_COLORS__,_MOM_HELPS_CH_LEARN_SHAPES__,HOW_OFT_CH_TAKE_,TOTAL_FAMILY_INCOME_FR_ALL_,HOW_MANY_BOOKS_DOES_,IS_THERE_MUSIC_INSTR_,CHILD_S_AGE_WHEN_1ST_ATTD_H_,CHILD_AGE_WHEN_1ST_ATTD_HEA_,DOES_CHILD_NEVER_USE_,HIGHEST_GRADE_OF_REGULAR_SC_,HOW_LONG_CHILD_WAS_IN_HEAD_,MOM_HELPS_CH_W_N_,HOW_LONG_DID_CHILD_ATTEND_H_,SCHOOL_CHILD_ATTENDS_RECD__,TYPE_SCHOOL_CHILD_ATTENDS_V_
53,1202,1,12.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1202,2,12.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1202,3,12.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,16.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1601,0,16.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,60.0,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1601,1,16.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,3.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,5.0,2.0,2.0,0.0,1.0,3.0,1.0,3.0,1.0,5.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,6.0,,3.0,,,,,,,,,,,,,,,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
58,1601,2,16.0,3.0,1.0,1990.0,,,,,55.0,68.0,57.0,105.0,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,1601,3,16.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
60,1602,0,16.0,3.0,1.0,1993.0,,,,,,,,34.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,13.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1602,1,16.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,13.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1602,2,16.0,3.0,1.0,1993.0,,,,,,,,103.0,,,,,,,,,,13.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1602,3,16.0,3.0,1.0,1993.0,,,,,,,,,,,,,,,,,,13.0,5.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,
64,1603,0,16.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
65,1603,1,16.0,3.0,2.0,1996.0,1.0,1.0,,,,,,2.0,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,,,,,,,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,1603,2,16.0,3.0,2.0,1996.0,,,,,44.0,65.0,42.0,97.0,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,4.0,3.0,1.0,1.0,2.0,3.0,6.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,4.0,5.0,6.0,1.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1603,3,16.0,3.0,2.0,1996.0,,,,,,,,,,,,,,,,,,13.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,96000.0,,,,,,,,,,,
68,1901,0,19.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,1901,1,19.0,3.0,2.0,1987.0,,,,,18.0,35.0,20.0,85.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,4.0,4.0,0.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1901,2,19.0,3.0,2.0,1987.0,,,,,42.0,53.0,41.0,98.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,1901,3,19.0,3.0,2.0,1987.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2001,0,20.0,3.0,2.0,1990.0,1.0,2.0,3.0,4.0,,,,54.0,,,,,,,,,,17.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2001,1,20.0,3.0,2.0,1990.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,1.0,1.0,17.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
74,2001,2,20.0,3.0,2.0,1990.0,,,,,50.0,73.0,65.0,119.0,,,,,,,,,,17.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,1.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2001,3,20.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,17.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150000.0,,,,,,,,,,,
76,2501,0,25.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,35.0,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2501,1,25.0,3.0,1.0,1990.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,1.0,1.0,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
78,2501,2,25.0,3.0,1.0,1990.0,,,,,63.0,68.0,58.0,108.0,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2501,3,25.0,3.0,1.0,1990.0,,,,,,,,,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,2502,0,25.0,3.0,2.0,1993.0,,,,,,,,25.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2502,1,25.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2502,2,25.0,3.0,2.0,1993.0,,,,,49.0,61.0,36.0,91.0,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2502,3,25.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,14.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,7.0,,,,,,,-2.0,,,,,,,,,,,
84,2701,0,27.0,3.0,2.0,1988.0,1.0,2.0,3.0,4.0,,,,62.0,,,,,,,,,,16.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,2701,1,27.0,3.0,2.0,1988.0,,,,,,,,92.0,,,,,,,,,,16.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2701,2,27.0,3.0,2.0,1988.0,,,,,65.0,71.0,60.0,125.0,,,,,,,,1.0,1.0,16.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,1.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
87,2701,3,27.0,3.0,2.0,1988.0,,,,,,,,,,,,,,,,,,16.0,10.0,0.0,1.0,0.0,1.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,
88,2702,0,27.0,3.0,1.0,1992.0,1.0,2.0,3.0,4.0,,,,47.0,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,2702,1,27.0,3.0,1.0,1992.0,,,,,,,,,,,,,,,,5.0,5.0,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,5.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
90,2702,2,27.0,3.0,1.0,1992.0,,,,,61.0,62.0,57.0,114.0,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,-7.0,2.0,4.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2702,3,27.0,3.0,1.0,1992.0,,,,,,,,,,,,,,,,,,16.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
92,3001,0,30.0,3.0,1.0,1982.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,5.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3001,1,30.0,3.0,1.0,1982.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,3001,2,30.0,3.0,1.0,1982.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,4.0,6.0,2.0,,1.0,1.0,,,,1.0,5.0,,,4.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,3001,3,30.0,3.0,1.0,1982.0,,,,,,,,,,,,,,,,,,12.0,8.0,0.0,0.0,1.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,3002,0,30.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,3002,1,30.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,3002,2,30.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,
99,3002,3,30.0,3.0,1.0,1987.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,5.0,,,,,,,30000.0,,,,,,,,,,,
100,3003,0,30.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,3003,1,30.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
102,3003,2,30.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,3003,3,30.0,3.0,1.0,1991.0,,,,,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,,,,-7.0,,,,,,,48000.0,,,,,,,,,,,
104,3501,0,35.0,3.0,2.0,1990.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,3501,1,35.0,3.0,2.0,1990.0,,,,,29.0,37.0,38.0,,,,,,,,,1.0,1.0,13.0,,,,,,,532.0,4.0,6.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,5.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
106,3501,2,35.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,3501,3,35.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,3502,0,35.0,3.0,2.0,1993.0,1.0,2.0,3.0,4.0,12.0,18.0,18.0,65.0,5.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3502,1,35.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,3502,2,35.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3502,3,35.0,3.0,2.0,1993.0,,,,,,,,,,,,,,,,,,13.0,,,,,,,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,3701,0,37.0,3.0,2.0,1990.0,1.0,2.0,3.0,4.0,,,,42.0,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,3701,1,37.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,1.0,1.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,3.0,4.0,0.0,,,,,,,,,,,,,,,,,,,
114,3701,2,37.0,3.0,2.0,1990.0,,,,,65.0,82.0,60.0,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,1.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,3701,3,37.0,3.0,2.0,1990.0,,,,,,,,,,,,,,,,,,12.0,3.0,0.0,0.0,0.0,0.0,0.0,532.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,4301,0,43.0,3.0,2.0,1982.0,1.0,2.0,3.0,4.0,,,,16.0,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,4301,1,43.0,3.0,2.0,1982.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,12.0,6.0,0.0,0.0,0.0,0.0,0.0,532.0,4.0,4.0,6.0,,0.0,0.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
